1018,851010013333,Felix,A007,Bread,10,06-08-2022
1018,851010013333,Felix,A008,Margerine,10,06-08-2022
1018,851010013333,Felix,A009,Slurpee,4,06-08-2022
1018,851010013333,Felix,A010,Haribo,5,06-08-2022
1019,010731109925,Taehyung,A001,Ramen,8,07-08-2022
1019,010731109925,Taehyung,A002,Ramen,8,07-08-2022
1019,010731109925,Taehyung,A003,Ramem,8,07-08-2022
1019,010731109925,Taehyung,A004,Potato Chips,6,07-08-2022
1019,010731109925,Taehyung,A005,Potato Chips,6,07-08-2022
1020,031027012865,Wooyoung,A001,Walls Magnum,17,07-08-2022
1020,031027012865,Wooyoung,A002,Walls Magnum,17,07-08-2022
1020,031027012865,Wooyoung,A003,Nongshim Shin Cup,5,07-08-2022
1020,031027012865,Wooyoung,A004,Nongshim Shin Cup,5,07-08-2022
1020,031027012865,Wooyoung,A005,Nongshim Shin Cup,5,07-08-2022
1021,790929030202,Mashiho,A001,Protein Bar,5,08-08-2022
1021,790929030202,Mashiho,A002,Protein Bar,5,08-08-2022
1021,790929030202,Mashiho,A003,Protein Bar,5,08-08-2022
1021,790929030202,Mashiho,A004,Protein Bar,5,08-08-2022
1021,790929030202,Mashiho,A005,Protein Bar,5,08-08-2022
1021,790929030202,Mashiho,A006,Dutch Lady,3,08-08-2022
1021,790929030202,Mashiho,A007,Dutch Lady,3,08-08-2022
1021,790929030202,Mashiho,A008,Protein Bar,5,08-08-2022
1021,790929030202,Mashiho,A009,Ramen,8,08-08-2022
1022,031213100294,Aida,A001,Potato Chips,6,10-09-2022
1022,031213100294,Aida,A002,Slurpee,4,10-09-2022
1023,030103140266,Batrisyia,A001,Potato Chips,6,10-09-2022
1023,030103140266,Batrisyia,A002,Slurpee,4,10-09-2022
